palavra,categoria gramatical,fonética
fi·ca·da,nome feminino,fi.kˈa.dɐ
fi·car,verbo,fi.kˈaɾ
fic·ção,nome feminino,fik.sˈɐ̃w
fic·ci·o·na·do,adjetivo,fik.sju.nˈa.du
fic·ci·o·nal,adjetivo,fik.sju.nˈaɫ
fic·ci·o·nal·men·te,advérbio,fik.sju.naɫ.mˈẽ.tɨ
fic·ci·o·nis·ta,adjetivo,fik.sju.nˈiʃ.tɐ
fic·ci·o·nis·ta,nome masculino,fik.sju.nˈiʃ.tɐ
fic·ci·o·nis·ta,nome feminino,fik.sju.nˈiʃ.tɐ
fi·cha,nome feminino,fˈi.ʃɐ
fi·cha·gem,nome feminino,fi.ʃˈa.ʒɐ̃j
fi·char,verbo,fi.ʃˈaɾ
fi·chei·ro,nome masculino,fi.ʃˈɐj.ɾu
fic·ti·ci·a·men·te,advérbio,fik.ti.sja.mˈẽ.tɨ
fic·tí·ci·o,adjetivo,fik.tˈi.sju
fic·to,adjetivo,fˈik.tu
fi·dal·ga,nome feminino,fi.dˈaɫ.gɐ
fi·dal·ga·men·te,advérbio,fi.daɫ.gɐ.mˈẽ.tɨ
fer·ti·li·za·ção,nome feminino,fɨɾ.ti.li.zɐ.sˈɐ̃w
fer·ti·li·za·dor,adjetivo,fɨɾ.ti.li.zɐ.dˈoɾ
fer·ti·li·za·dor,nome masculino,fɨɾ.ti.li.zɐ.dˈoɾ
fer·ti·li·za·do·ra,nome feminino,fɨɾ.ti.li.zɐ.dˈo.ɾɐ
fer·ti·li·zan·te,nome masculino,fɨɾ.ti.li.zˈɐ̃.tɨ
fer·ti·li·zan·te,adjetivo,fɨɾ.ti.li.zˈɐ̃.tɨ
fer·ti·li·zar,verbo,fɨɾ.ti.li.zˈaɾ
fer·til·men·te,advérbio,fɛɾ.tiɫ.mˈẽ.tɨ
fé·ru·la,nome feminino,fˈɛ.ɾu.lɐ
fer·ve·dor,nome masculino,fɨɾ.vɨ.dˈoɾ
fer·ven·ça,nome feminino,fɨɾ.vˈẽ.sɐ
fer·ven·tar,verbo,fɨɾ.vẽ.tˈaɾ
fer·ven·te,adjetivo,fɨɾ.vˈẽ.tɨ
fer·ven·te·men·te,advérbio,fɨɾ.vẽ.tɨ.mˈẽ.tɨ
fer·ver,verbo,fɨɾ.vˈeɾ
fer·vi·da,nome feminino,fɨɾ.vˈi.dɐ
fer·vi·do,adjetivo,fɨɾ.vˈi.du
fer·vi·lha,nome masculino,fɨɾ.vˈi.ʎɐ ou fɨɾ.vˈi.ʎɐ
fer·vi·lhan·te,adjetivo,fɨɾ.vi.ʎˈɐ̃.tɨ
fer·vi·lhar,verbo,fɨɾ.vi.ʎˈaɾ
fi·la·té·li·co,adjetivo,fi.lɐ.tˈɛ.li.ku
fi·la·te·lis·ta,nome masculino,fi.lɐ.tɨ.lˈiʃ.tɐ
fi·la·te·lis·ta,nome feminino,fi.lɐ.tɨ.lˈiʃ.tɐ
fi·la·tó·ri·o,nome masculino,fi.lɐ.tˈɔ.ɾju
fi·la·tó·ri·o,adjetivo,fi.lɐ.tˈɔ.ɾju
fi·lé,nome masculino,fi.lˈɛ
fi·lei·ra,nome feminino,fi.lˈɐj.ɾɐ
fi·le·tar,verbo,fi.lɨ.tˈaɾ
fi·le·te,nome masculino,fi.lˈɛ.tɨ
fi·lha,nome feminino,fˈi.ʎɐ
fi·lhar,verbo,fi.ʎˈaɾ
fi·lha·ra·da,nome feminino,fi.ʎɐ.ɾˈa.dɐ
fi·lha·rar,verbo,fi.ʎɐ.ɾˈaɾ
fi·lho,nome masculino,fˈi.ʎu
fi·lhó,nome feminino,fi.ʎˈɔ
fi·lho,adjetivo,fˈi.ʎu
fi·lho-fa·mí·li·a,nome masculino,fˌi.ʎu.fɐ.mˈi.ljɐ
fi·lhós,nome feminino,fi.ʎˈɔʃ
fi·lho·te,nome masculino,fi.ʎˈɔ.tɨ
fi·li·a·ção,nome feminino,fi.ljɐ.sˈɐ̃w
fi·li·a·da,nome feminino,fi.ljˈa.dɐ
fi·li·a·do,adjetivo,fi.ljˈa.du
fi·li·a·do,nome masculino,fi.ljˈa.du
fi·li·al,nome feminino,fi.ljˈaɫ
fi·li·al,adjetivo,fi.ljˈaɫ
fi·li·al·men·te,advérbio,fi.ljaɫ.mˈẽ.tɨ
fi·li·ar,verbo,fi.ljˈaɾ
fi·li·for·me,adjetivo,fi.li.fˈɔɾ.mɨ
fi·li·gra·na,nome feminino,fi.li.gɾˈɐ.nɐ
fi·li·gra·nar,verbo,fi.li.gɾɐ.nˈaɾ
fi·li·par,verbo,fi.li.pˈaɾ
fi·lí·pi·ca,nome feminino,fi.lˈi.pi.kɐ
fi·li·pi·na,nome feminino,fi.li.pˈi.nɐ
fi·li·pi·no,nome masculino,fi.li.pˈi.nu
fi·li·pi·no,adjetivo,fi.li.pˈi.nu
fi·lis·teu,nome masculino,fi.liʃ.tˈew
fi·lis·teu,adjetivo,fi.liʃ.tˈew
fi·lis·ti·nis·mo,nome masculino,fi.liʃ.ti.nˈiʒ.mu
fil·ma·gem,nome feminino,fiɫ.mˈa.ʒɐ̃j
fil·mar,verbo,fiɫ.mˈaɾ
fe·ra,nome feminino,fˈɛ.ɾɐ
fe·ral,adjetivo,fɨ.ɾˈaɫ
fe·ra·men·te,advérbio,fɛ.ɾɐ.mˈẽ.tɨ
fé·re·tro,nome feminino,fˈɛ.ɾɨ.tɾu
fé·ri·a,nome feminino,fˈɛ.ɾjɐ
fe·ri·a·do,adjetivo,fɨ.ɾjˈa.du
fe·ri·a·do,nome masculino,fɨ.ɾjˈa.du
fe·ri·al,adjetivo,fɨ.ɾjˈaɫ
fe·ri·ar,verbo,fɨ.ɾjˈaɾ
fe·ri·da,nome feminino,fɨ.ɾˈi.dɐ
fe·ri·do,nome masculino,fɨ.ɾˈi.du
fe·ri·do,adjetivo,fɨ.ɾˈi.du
fe·ri·men·to,nome masculino,fɨ.ɾi.mˈẽ.tu
fe·ri·no,adjetivo,fɨ.ɾˈi.nu
fe·rir,verbo,fɨ.ɾˈiɾ
fer·men·ta·ção,nome feminino,fɨɾ.mẽ.tɐ.sˈɐ̃w
fer·men·tar,verbo,fɨɾ.mẽ.tˈaɾ
fer·men·tá·vel,adjetivo,fɨɾ.mẽ.tˈa.vɛɫ
fer·men·to,nome masculino,fɨɾ.mˈẽ.tu
fer·mi,nome masculino,fɛɾ.mˈi
fi·gu·ra·bi·li·da·de,nome feminino,fi.gu.ɾɐ.bi.li.dˈa.dɨ
fi·gu·ra·ção,nome feminino,fi.gu.ɾɐ.sˈɐ̃w
fi·gu·ra·da·men·te,advérbio,fi.gu.ɾɐ.dɐ.mˈẽ.tɨ
fi·gu·ra·do,adjetivo,fi.gu.ɾˈa.du
fi·gu·ral,adjetivo,fi.gu.ɾˈaɫ
fi·gu·ran·te,nome masculino,fi.gu.ɾˈɐ̃.tɨ
fi·gu·ran·te,nome feminino,fi.gu.ɾˈɐ̃.tɨ
fi·gu·rão,nome masculino,fi.gu.ɾˈɐ̃w
fi·gu·rar,verbo,fi.gu.ɾˈaɾ
fi·gu·ra·ti·va,nome feminino,fi.gu.ɾɐ.tˈi.vɐ
fi·gu·ra·ti·va·men·te,advérbio,fi.gu.ɾɐ.ti.vɐ.mˈẽ.tɨ
fi·gu·ra·ti·vis·mo,nome masculino,fi.gu.ɾɐ.ti.vˈiʒ.mu
fi·gu·ra·ti·vo,adjetivo,fi.gu.ɾɐ.tˈi.vu
fi·gu·ra·ti·vo,nome masculino,fi.gu.ɾɐ.tˈi.vu
fi·gu·rá·vel,adjetivo,fi.gu.ɾˈa.vɛɫ
fi·gu·ri·nis·ta,adjetivo,fi.gu.ɾi.nˈiʃ.tɐ
fi·gu·ri·nis·ta,nome masculino,fi.gu.ɾi.nˈiʃ.tɐ
fi·gu·ri·nis·ta,nome feminino,fi.gu.ɾi.nˈiʃ.tɐ
fi·gu·ri·no,nome masculino,fi.gu.ɾˈi.nu
fi·gu·ro,nome masculino,fi.gˈu.ɾu
gar·ro,nome masculino,gˈa.ʀu
gar·ro,adjetivo,gˈa.ʀu
gar·ro·tar,verbo,gɐ.ʀu.tˈaɾ
gar·ro·te,nome masculino,gɐ.ʀˈɔ.tɨ
gar·ru·cho,nome masculino,gɐ.ʀˈu.ʃu
ga·ru·pa,nome feminino,gɐ.ɾˈu.pɐ
gás,nome masculino,gˈaʃ
gas·cão,nome masculino,gɐʃ.kˈɐ̃w
gas·cão,adjetivo,gɐʃ.kˈɐ̃w
gas·cões,nome masculino,gɐʃ.kˈõjʃ
ga·se·a·do,adjetivo,gɐ.zjˈa.du
ga·se·a·do,nome masculino,gɐ.zjˈa.du
ga·se·ar,verbo,gɐ.zjˈaɾ
ga·sei·fi·ca·ção,nome feminino,gɐ.zɐj.fi.kɐ.sˈɐ̃w
ga·sei·fi·ca·do,adjetivo,gɐ.zɐj.fi.kˈa.du
ga·sei·fi·car,verbo,gɐ.zɐj.fi.kˈaɾ
gas·ga·ne·te,nome masculino,gɐʒ.gɐ.nˈe.tɨ
ga·si·fi·ca·ção,nome feminino,gɐ.zi.fi.kɐ.sˈɐ̃w
ga·so·car·bó·ni·co,adjetivo,gɐ.zɔ.kɐɾ.bˈɔ.ni.ku
ga·so·du·to,nome masculino,gɐ.zɔ.dˈu.tu
gau,nome masculino,gˈaw
ga·u·char,verbo,gɐ.u.ʃˈaɾ
gau·che,adjetivo,
ga·ú·cho,nome masculino,gɐ.ˈu.ʃu
gau·di·nar,verbo,gaw.di.nˈaɾ
gáu·di·o,nome masculino,gˈaw.dju
gau·lês,adjetivo,gaw.lˈeʃ
gau·lês,nome masculino,gaw.lˈeʃ
gau·le·sa,nome feminino,gaw.lˈe.zɐ
gau·lis·ta,adjetivo,gaw.lˈiʃ.tɐ
ga·ul·lis·mo,nome masculino,gaw.lˈiʒ.mu
gauss,nome masculino,
gá·ve·a,nome feminino,gˈa.vjɐ
ga·ve·la,nome feminino,gɐ.vˈɛ.lɐ
ga·ve·ta,nome feminino,gɐ.vˈe.tɐ
ga·ve·tão,nome masculino,gɐ.vɨ.tˈɐ̃w
ga·ve·to,nome masculino,gɐ.vˈe.tu
ga·vi·ão,nome masculino,gɐ.vjˈɐ̃w
ga·vi·na,nome feminino,gɐ.vˈi.nɐ
ga·vi·nha,nome feminino,gɐ.vˈi.ɲɐ
ge·o·me·tri·za·ção,nome feminino,ʒju.mɨ.tɾi.zɐ.sˈɐ̃w
ge·o·me·tri·zar,verbo,ʒju.mɨ.tɾi.zˈaɾ
ge·o·mor·fo·lo·gi·a,nome feminino,ʒɛ.ɔ.moɾ.fu.lu.ʒˈi.ɐ
ge·o·mor·fo·ló·gi·co,adjetivo,ʒɛ.ɔ.moɾ.fu.lˈɔ.ʒi.ku
ge·o·po·lí·ti·ca,nome feminino,ʒɛ.ɔ.pu.lˈi.ti.kɐ
ge·o·po·lí·ti·co,adjetivo,ʒɛ.ɔ.pu.lˈi.ti.ku
ge·o·quí·mi·ca,nome feminino,ʒɛ.ɔ.kˈi.mi.kɐ
ge·o·quí·mi·co,adjetivo,ʒɛ.ɔ.kˈi.mi.ku
ge·or·gi·a·na,nome feminino,ʒɨ.ɔɾ.ʒjˈɐ.nɐ
ge·or·gi·a·no,nome masculino,ʒɨ.ɔɾ.ʒjˈɐ.nu
ge·or·gi·a·no,adjetivo,ʒɨ.ɔɾ.ʒjˈɐ.nu
ge·ór·gi·ca,nome feminino,ʒjˈɔɾ.ʒi.kɐ
ge·ór·gi·co,adjetivo,ʒjˈɔɾ.ʒi.ku
ge·os·tra·té·gi·co,adjetivo,ʒɛ.ɔʃ.tɾɐ.tˈɛ.ʒi.ku
ge·o·tec·ni·a,nome feminino,ʒɛ.ɔ.tɛk.nˈi.ɐ
ge·o·téc·ni·co,adjetivo,ʒɛ.ɔ.tˈɛk.ni.ku
ge·o·ter·mi·a,nome feminino,ʒɛ.ɔ.tɨɾ.mˈi.ɐ
ge·o·tér·mi·co,adjetivo,ʒɛ.ɔ.tˈɛɾ.mi.ku
ge·ra,nome feminino,ʒˈɛ.ɾɐ
ge·ra·ção,nome feminino,ʒɨ.ɾɐ.sˈɐ̃w
ge·no·vês,adjetivo,ʒɨ.nu.vˈeʃ
gen·ro,nome masculino,ʒˈẽ.ʀu
gen·ta·lha,nome feminino,ʒẽ.tˈɐ.ʎɐ
gen·te,nome feminino,ʒˈẽ.tɨ
gen·til,adjetivo,ʒẽ.tˈiɫ
gen·til,nome masculino,ʒẽ.tˈiɫ
gen·til-ho·mem,nome masculino,ʒẽ.tˌiɫ.ˈɔ.mɐ̃j
gen·til-ho·mem,adjetivo,ʒẽ.tˌiɫ.ˈɔ.mɐ̃j
gen·ti·le·za,nome feminino,ʒẽ.ti.lˈe.zɐ
gen·ti·li·ca·men·te,advérbio,ʒẽ.ti.li.kɐ.mˈẽ.tɨ
gen·ti·lí·ci·o,adjetivo,ʒẽ.ti.lˈi.sju
gen·tí·li·co,nome masculino,ʒẽ.tˈi.li.ku
gen·tí·li·co,adjetivo,ʒẽ.tˈi.li.ku
gen·til·men·te,advérbio,ʒẽ.tiɫ.mˈẽ.tɨ
gen·ti·nha,nome feminino,ʒẽ.tˈi.ɲɐ
gen·ti·o,adjetivo,ʒẽ.tˈi.u
gen·ti·o,nome masculino,ʒẽ.tˈi.u
gen·tle·man,nome masculino,
ge·nu·fle·xão,nome feminino,ʒɨ.nu.flɛk.sˈɐ̃w
ge·nu·fle·xó·ri·o,nome masculino,ʒɨ.nu.flɛk.sˈɔ.ɾju
ga·nhão,nome masculino,gɐ.ɲˈɐ̃w
ga·nhar,verbo,gɐ.ɲˈaɾ
ga·nha·ri·a,nome feminino,gɐ.ɲa.ɾˈi.ɐ
ga·nho,adjetivo,gˈɐ.ɲu
ga·nho,nome masculino,gˈɐ.ɲu
ga·nhó,nome masculino,gɐ.ɲˈɔ
ga·nhó,nome feminino,gɐ.ɲˈɔ
ga·ni·me·des,nome masculino,gɐ.ni.mˈɛ.dɨʃ
ga·nir,verbo,gɐ.nˈiɾ
gan·ja,nome feminino,gˈɐ̃.ʒɐ
gan·so,nome masculino,gˈɐ̃.su
gan·so-pa·to·la,nome masculino,gˌɐ̃.su.pɐ.tˈɔ.lɐ
gan·za,nome feminino,gˈɐ̃.zɐ
gan·zá,nome masculino,gɐ̃.zˈa
gan·za·do,adjetivo,gɐ̃.zˈa.du
gan·zar,verbo,gɐ̃.zˈaɾ
gap,nome feminino,
ga·ra·gem,nome feminino,gɐ.ɾˈa.ʒɐ̃j
ga·ra·gis·ta,nome masculino,gɐ.ɾɐ.ʒˈiʃ.tɐ
ga·ra·gis·ta,nome feminino,gɐ.ɾɐ.ʒˈiʃ.tɐ
gar·çon,nome masculino,
gar·çon·ne,nome feminino,
gar·dé·ni·a,nome feminino,gɐɾ.dˈɛ.njɐ
gar·du·nha,nome feminino,gɐɾ.dˈu.ɲɐ
ga·re,nome feminino,gˈa.ɾɨ
gar·fa·da,nome feminino,gɐɾ.fˈa.dɐ
gar·far,verbo,gɐɾ.fˈaɾ
gar·fo,nome masculino,gˈaɾ.fu
gar·ga·lha·da,nome feminino,gɐɾ.gɐ.ʎˈa.dɐ
gar·ga·lhar,verbo,gɐɾ.gɐ.ʎˈaɾ
gar·ga·lo,nome masculino,gɐɾ.gˈa.lu
gar·gan·ta,nome feminino,gɐɾ.gˈɐ̃.tɐ
gar·gan·te·ar,verbo,gɐɾ.gɐ̃.tjˈaɾ
gar·gan·ti·lha,nome feminino,gɐɾ.gɐ̃.tˈi.ʎɐ
gar·gan·tu·es·co,adjetivo,gɐɾ.gɐ̃.twˈeʃ.ku
gar·ga·re·jar,verbo,gɐɾ.gɐ.ɾɨ.ʒˈaɾ
gar·ga·re·jo,nome masculino,gɐɾ.gɐ.ɾˈɐ.ʒu
gár·gu·la,nome feminino,gˈaɾ.gu.lɐ
ga·ri,nome masculino,gɐ.ɾˈi
ga·ri,nome feminino,gɐ.ɾˈi
ga·lan·te·a·dor,nome masculino,gɐ.lɐ̃.tja.dˈoɾ
ga·lan·te·ar,verbo,gɐ.lɐ̃.tjˈaɾ
ga·lan·tei·o,nome masculino,gɐ.lɐ̃.tˈɐj.u
ga·lan·te·men·te,advérbio,gɐ.lɐ̃.tɨ.mˈẽ.tɨ
ga·lan·te·ri·a,nome feminino,gɐ.lɐ̃.tɨ.ɾˈi.ɐ
ga·lão,nome masculino,gɐ.lˈɐ̃w
ga·lá·pa·go,nome masculino,gɐ.lˈa.pɐ.gu
ga·la·po,nome masculino,gɐ.lˈa.pu
ga·lar,verbo,gɐ.lˈaɾ
ga·lar·dão,nome masculino,gɐ.lɐɾ.dˈɐ̃w
ga·lar·do·a·do,adjetivo,gɐ.lɐɾ.dwˈa.du
ga·lar·do·ar,verbo,gɐ.lɐɾ.dwˈaɾ
ga·la·rim,nome masculino,gɐ.lɐ.ɾˈĩ
gá·la·ta,nome masculino,gˈa.lɐ.tɐ ou gˈa.lɐ.tɐ
gá·la·ta,adjetivo,gˈa.lɐ.tɐ
ga·lá·xi·a,nome feminino,gɐ.lˈak.sjɐ
gal·dé·ri·a,nome feminino,gaɫ.dˈɛ.ɾjɐ
gal·dé·ri·o,adjetivo,gaɫ.dˈɛ.ɾju
ga·lé,nome feminino,gɐ.lˈɛ
ga·lé,nome masculino,gɐ.lˈɛ
ge·bre,nome masculino,ʒˈe.bɾɨ
ge·co,nome masculino,ʒˈɛ.ku
ge·e·na,nome feminino,ʒje.nɐ
gei·sha,nome feminino,
gel,nome masculino,ʒˈɛɫ
ge·la·da,nome feminino,ʒɨ.lˈa.dɐ
ge·la·da·ri·a,nome feminino,ʒɨ.lɐ.dɐ.ɾˈi.ɐ
ge·la·dei·ra,nome feminino,ʒɨ.lɐ.dˈɐj.ɾɐ
ge·la·do,adjetivo,ʒɨ.lˈa.du
ge·la·do,nome masculino,ʒɨ.lˈa.du
ge·lar,verbo,ʒɨ.lˈaɾ
ge·la·ta·ri·a,nome feminino,ʒɨ.lɐ.tɐ.ɾˈi.ɐ
ge·la·ti·na,nome feminino,ʒɨ.lɐ.tˈi.nɐ
ge·la·ti·no·so,adjetivo,ʒɨ.lɐ.ti.nˈo.zu
ge·lei·a,nome feminino,ʒɨ.lˈɐj.ɐ
ge·lei·ra,nome feminino,ʒɨ.lˈɐj.ɾɐ
ge·li·da·men·te,advérbio,ʒɛ.li.dɐ.mˈẽ.tɨ
gé·li·do,adjetivo,ʒˈɛ.li.du
ge·lo,nome masculino,ʒˈe.lu
ge·lo·si·a,nome feminino,ʒɨ.lu.zˈi.ɐ
ga·vo·ta,nome feminino,gɐ.vˈɔ.tɐ
gay,adjetivo,
gay,nome masculino,ou
gaz,nome masculino,gˈaʃ
ga·za,nome feminino,gˈa.zɐ
ga·ze,nome feminino,gˈa.zɨ
ga·ze·la,nome feminino,gɐ.zˈɛ.lɐ
ga·ze·ta,nome feminino,gɐ.zˈe.tɐ
ga·ze·tar,verbo,gɐ.zɨ.tˈaɾ
ga·ze·tá·ri·o,adjetivo,gɐ.zɨ.tˈa.ɾju
ga·ze·tei·ro,nome masculino,gɐ.zɨ.tˈɐj.ɾu
ga·zu·a,nome feminino,gɐ.zˈu.ɐ
ge·a·da,nome feminino,ʒjˈa.dɐ
ge·a·do,adjetivo,ʒjˈa.du
ge·ar,verbo,ʒjˈaɾ
ge·ba,nome feminino,ʒˈe.bɐ
ge·bar,verbo,ʒɨ.bˈaɾ
ge·bo,nome masculino,ʒˈe.bu
ge·bo,adjetivo,ʒˈe.bu
ge·brar,verbo,ʒɨ.bɾˈaɾ
ga·lho·far,verbo,gɐ.ʎu.fˈaɾ
ga·lho·fei·ra,nome feminino,gɐ.ʎu.fˈɐj.ɾɐ
ga·lho·fei·ra·men·te,advérbio,ga.ʎu.fɐj.ɾɐ.mˈẽ.tɨ
ga·lho·fei·ro,adjetivo,gɐ.ʎu.fˈɐj.ɾu
ga·lho·fei·ro,nome masculino,gɐ.ʎu.fˈɐj.ɾu
ga·li·cis·mo,nome masculino,gɐ.li.sˈiʒ.mu
gá·li·co,adjetivo,gˈa.li.ku
ga·li·lé,nome feminino,gɐ.li.lˈɛ
ga·li·lei·a,nome feminino,gɐ.li.lˈɐj.ɐ
ga·li·leu,nome masculino,gɐ.li.lˈew
ga·li·leu,adjetivo,gɐ.li.lˈew
ga·li·ná·ce·o,nome masculino,gɐ.li.nˈa.sju
ga·li·ná·ce·o,adjetivo,gɐ.li.nˈa.sju
ga·li·nha,nome feminino,gɐ.lˈi.ɲɐ
ga·li·nha-da-ín·di·a,nome feminino,gɐ.lˌi.ɲɐ.dɐ.ˈĩ.djɐ
ga·li·nha-sul·ta·na,nome feminino,gɐ.lˌi.ɲɐ.suɫ.tˈɐ.nɐ
ga·li·nhei·ra,nome feminino,gɐ.li.ɲˈɐj.ɾɐ
ga·li·nhei·ro,nome masculino,gɐ.li.ɲˈɐj.ɾu
ga·li·nho·la,nome feminino,gɐ.li.ɲˈɔ.lɐ
gá·li·o,nome masculino,gˈa.lju
ga·so·gé·ni·o,nome masculino,gɐ.zɔ.ʒˈɛ.nju
ga·só·le·o,nome masculino,gɐ.zˈɔ.lju
ga·so·li·na,nome feminino,gɐ.zu.lˈi.nɐ
ga·so·li·na,nome masculino,gɐ.zu.lˈi.nɐ
ga·so·li·nei·ra,nome feminino,gɐ.zu.li.nˈɐj.ɾɐ
ga·so·li·nei·ro,nome masculino,gɐ.zu.li.nˈɐj.ɾu
ga·so·li·nei·ro,adjetivo,gɐ.zu.li.nˈɐj.ɾu
ga·so·me·tri·a,nome feminino,gɐ.zɔ.mɨ.tɾˈi.ɐ
ga·só·me·tro,nome masculino,gɐ.zˈɔ.mɨ.tɾu
ga·so·sa,nome feminino,gɐ.zˈɔ.zɐ
ga·so·so,adjetivo,gɐ.zˈo.zu
gas·pa·cho,nome masculino,gɐʃ.pˈa.ʃu
gas·pa·ri·nho,nome masculino,gɐʃ.pɐ.ɾˈi.ɲu
gás·pe·a,nome feminino,gˈaʃ.pjɐ
gas·ta·dor,adjetivo,gɐʃ.tɐ.dˈoɾ
gas·ta·dor,nome masculino,gɐʃ.tɐ.dˈoɾ
gas·ta·do·ra,nome feminino,gɐʃ.tɐ.dˈo.ɾɐ
gas·tão,nome masculino,gɐʃ.tˈɐ̃w
gas·tar,verbo,gɐʃ.tˈaɾ
gas·to,adjetivo,gˈaʃ.tu
gas·to,nome masculino,gˈaʃ.tu
gas·tren·te·ri·te,nome feminino,gɐʃ.tɾẽ.tɨ.ɾˈi.tɨ
gas·tren·te·ro·lo·gi·a,nome feminino,gɐʃ.tɾẽ.tɨ.ɾu.lu.ʒˈi.ɐ
gas·tren·te·ro·lo·gis·ta,nome masculino,gɐʃ.tɾẽ.tɨ.ɾu.lu.ʒˈiʃ.tɐ ou gɐʃ.tɾẽ.tɨ.ɾu.lu.ʒˈiʃ.tɐ
gás·tri·ca,nome feminino,gˈaʃ.tɾi.kɐ
gás·tri·co,adjetivo,gˈaʃ.tɾi.ku
gas·trin·tes·ti·nal,adjetivo,gɐʃ.tɾĩ.tɨʃ.ti.nˈaɫ
gas·tri·te,nome feminino,gɐʃ.tɾˈi.tɨ
gas·tro·en·te·ri·te,nome feminino,gɐʃ.tɾɔ.ẽ.tɨ.ɾˈi.tɨ
gas·tro·en·te·ro·lo·gi·a,nome feminino,gɐʃ.tɾɔ.ẽ.tɨ.ɾu.lu.ʒˈi.ɐ
gas·tro·in·tes·ti·nal,adjetivo,gɐʃ.tɾɔ.ĩ.tɨʃ.ti.nˈaɫ
gas·tro·no·mi·a,nome feminino,gɐʃ.tɾu.nu.mˈi.ɐ
gas·tro·nó·mi·co,adjetivo,gɐʃ.tɾu.nˈɔ.mi.ku
gas·tró·no·mo,nome masculino,gɐʃ.tɾˈɔ.nu.mu
gas·tró·po·de,adjetivo,gɐʃ.tɾˈɔ.pu.dɨ
gas·tró·po·de,nome masculino,gɐʃ.tɾˈɔ.pu.dɨ
gas·tru·la·ção,nome feminino,gɐʃ.tɾu.lɐ.sˈɐ̃w
ga·ta,nome feminino,gˈa.tɐ
ga·ta-bor·ra·lhei·ra,nome feminino,gˌa.tɐ.bu.ʀɐ.ʎˈɐj.ɾɐ
ga·ta·fu·nho,nome masculino,gɐ.tɐ.fˈu.ɲu
gal·va·ni·za·do,adjetivo,gaɫ.vɐ.ni.zˈa.du
gal·va·ni·za·dor,adjetivo,gaɫ.vɐ.ni.zɐ.dˈoɾ
gal·va·ni·za·dor,nome masculino,gaɫ.vɐ.ni.zɐ.dˈoɾ
gal·va·ni·za·do·ra,nome feminino,gaɫ.vɐ.ni.zɐ.dˈo.ɾɐ
gal·va·ni·zan·te,adjetivo,gaɫ.vɐ.ni.zˈɐ̃.tɨ
gal·va·ni·zar,verbo,gaɫ.vɐ.ni.zˈaɾ
gal·va·no·plas·ti·a,nome feminino,gaɫ.vɐ.nɔ.plɐʃ.tˈi.ɐ
ga·ma,nome masculino,gˈɐ.mɐ
ga·ma,nome feminino,gˈɐ.mɐ
ga·ma·do,adjetivo,gɐ.mˈa.du
ga·ma·gra·fi·a,nome feminino,gɐ.mɐ.gɾa.fˈi.ɐ
ga·man·ço,nome masculino,gɐ.mˈɐ̃.su
ga·mão,nome masculino,gɐ.mˈɐ̃w
ga·mar,verbo,gɐ.mˈaɾ
ga·mar·ra,nome feminino,gɐ.mˈa.ʀɐ
gam·ba,nome feminino,gˈɐ̃.bɐ
gam·bá,nome masculino,gɐ̃.bˈa
gam·be·lar,verbo,gɐ̃.bɨ.lˈaɾ
gâm·bi·a,nome feminino,gˈɐ̃.bjɐ
gam·bi·a·na,nome feminino,gɐ̃.bjˈɐ.nɐ
ga·da·nhar,verbo,gɐ.da.ɲˈaɾ
ga·da·nho,nome masculino,gɐ.dˈɐ.ɲu
ga·de·lhu·do,adjetivo,gɐ.dɨ.ʎˈu.du
ga·dí·de·o,adjetivo,gɐ.dˈi.dju
ga·dí·de·o,nome masculino,gɐ.dˈi.dju
ga·di·ta·no,adjetivo,gɐ.di.tˈɐ.nu
ga·do,nome masculino,gˈa.du
ga·el,nome masculino,gɐ.ˈɛɫ
ga·é·li·co,adjetivo,gɐ.ˈɛ.li.ku
ga·é·li·co,nome masculino,gɐ.ˈɛ.li.ku
ga·fa,nome feminino,gˈa.fɐ
ga·fa·nho·to,nome masculino,gɐ.fa.ɲˈo.tu
ga·far,verbo,gɐ.fˈaɾ
ga·far,nome masculino,gɐ.fˈaɾ
ga·fa·ri·a,nome feminino,gɐ.fɐ.ɾˈi.ɐ
ga·fe,nome feminino,gˈa.fɨ
ga·fei·ra,nome feminino,gɐ.fˈɐj.ɾɐ
ga·fei·rar,verbo,gɐ.fɐj.ɾˈaɾ
gaf·fe,nome feminino,
ga·fi·ei·ra,nome feminino,gɐ.fjˈɐj.ɾɐ
ge·ne·ra·li·zan·te,adjetivo,ʒɨ.nɨ.ɾɐ.li.zˈɐ̃.tɨ
ge·ne·ra·li·zar,verbo,ʒɨ.nɨ.ɾɐ.li.zˈaɾ
ge·ne·ra·li·zá·vel,adjetivo,ʒɨ.nɨ.ɾɐ.li.zˈa.vɛɫ
ge·ne·ri·ca·men·te,advérbio,ʒɨ.nɛ.ɾi.kɐ.mˈẽ.tɨ
ge·né·ri·co,adjetivo,ʒɨ.nˈɛ.ɾi.ku
ge·né·ri·co,nome masculino,ʒɨ.nˈɛ.ɾi.ku
gé·ne·ro,nome masculino,ʒˈɛ.nɨ.ɾu
ge·ne·ro·sa·men·te,advérbio,ʒɨ.nɨ.ɾɔ.zɐ.mˈẽ.tɨ
ge·ne·ro·si·da·de,nome feminino,ʒɨ.nɨ.ɾu.zi.dˈa.dɨ
